"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"0.595","0.403","9","-8.567","1","0.0274","0.557","0","0.273","0.438","143.85","200516","4"
"0.592","0.905","7","-4.324","1","0.214","0.553","0","0.735","0.692","80.204","184826","4"
"0.668","0.174","10","-8.519","1","0.0399","0.759","0","0.111","0.294","115.143","182069","3"
"0.742","0.363","1","-8.188","1","0.0282","0.671","0.00000143","0.145","0.351","130.921","260863","3"
"0.601","0.551","8","-10.756","0","0.0799","0.108","0","0.221","0.319","119.824","182470","4"
"0.697","0.341","2","-8.913","1","0.0275","0.575","0","0.168","0.283","80.035","267802","4"
"0.661","0.815","9","-5.048","1","0.0795","0.231","0","0.45","0.511","104.894","247133","4"
"0.629","0.741","11","-6.598","1","0.0378","0.0398","0","0.361","0.517","89.994","174973","3"
"0.753","0.839","4","-5.369","1","0.0388","0.179","0","0.348","0.725","101.976","241456","4"
"0.416","0.169","1","-7.451","1","0.0373","0.904","0","0.128","0.243","76.544","225319","4"
"0.7","0.633","7","-7.635","0","0.0334","0.619","0","0.339","0.506","142.015","224987","4"
"0.579","0.447","11","-10.489","1","0.0686","0.0104","0","0.154","0.157","88.069","185331","4"
"0.636","0.722","6","-8.409","0","0.0316","0.277","0","0.911","0.547","113.99","236887","4"
"0.707","0.657","7","-8.982","1","0.0371","0.381","0","0.104","0.856","129.928","158501","4"
"0.595","0.542","0","-6.443","1","0.0287","0.0322","0","0.106","0.217","130.05","194480","4"
"0.512","0.536","11","-8.581","1","0.34","0.681","0","0.596","0.634","106.439","269093","5"
"0.576","0.683","2","-5.107","1","0.0784","0.0574","0","0.784","0.39","76.971","272063","4"
"0.6","0.436","11","-10.499","1","0.0627","0.0126","0","0.166","0.144","88.056","185331","4"
"0.668","0.389","4","-10.137","1","0.0576","0.299","0.000022","0.103","0.696","79.976","211663","4"
"0.551","0.536","1","-6.316","1","0.028","0.704","0","0.0917","0.412","136.934","212764","4"
"0.446","0.569","4","-6.999","1","0.0363","0.442","0.000131","0.193","0.435","170.915","174009","3"
"0.406","0.265","2","-13.705","1","0.0386","0.668","0","0.946","0.308","170.059","233741","4"
"0.505","0.571","7","-10.782","1","0.0347","0.0492","0.00000388","0.0605","0.526","158.48","157025","4"
"0.751","0.761","7","-6.608","1","0.0782","0.0943","0","0.296","0.81","133.013","178413","4"
"0.629","0.687","5","-7.415","0","0.0666","0.101","0","0.296","0.424","113.192","205986","4"
"0.393","0.129","8","-23.347","1","0.0393","0.904","0.587","0.1","0.645","120.123","386533","4"
"0.0694","0.0317","8","-24.556","1","0.039","0.979","0.906","0.0901","0.0395","65.079","444893","4"
"0.366","0.155","2","-24.386","1","0.0453","0.981","0.932","0.123","0.152","126.743","422653","4"
"0.227","0.031","7","-25.059","1","0.0363","0.977","0.924","0.0828","0.0919","84.458","484893","4"
"0.0954","0.00881","0","-36.496","1","0.0488","0.938","0.464","0.315","0.0531","84.653","425733","3"
"0.291","0.121","5","-20.6","1","0.0373","0.971","0.894","0.19","0.168","85.366","489240","4"
"0.276","0.221","11","-15.865","0","0.04","0.953","0.883","0.087","0.112","115.125","742787","4"
"0.1","0.0832","2","-26.671","1","0.052","0.931","0.891","0.123","0.0246","68.289","222053","4"
"0.194","0.0357","10","-27.013","1","0.0397","0.974","0.897","0.126","0.0571","86.009","202120","3"
"0.338","0.0831","10","-21.027","1","0.0378","0.994","0.906","0.0946","0.207","70.576","137053","4"
"0.202","0.11","11","-21.138","0","0.0436","0.934","0.631","0.339","0.0677","92.878","276907","3"
"0.113","0.00928","1","-27.26","0","0.0489","0.981","0.773","0.12","0.0303","82.055","580800","4"
"0.425","0.131","5","-22.037","1","0.0438","0.961","0.888","0.0926","0.138","117.958","454427","4"
"0.203","0.104","7","-23.797","1","0.0528","0.975","0.676","0.101","0.1","80.713","208733","4"
"0.154","0.0118","10","-31.067","1","0.0467","0.972","0.847","0.0709","0.0524","80.151","450413","3"
"0.107","0.0227","0","-25.521","1","0.0557","0.964","0.679","0.106","0.073","170.713","386253","4"
"0.123","0.0127","9","-33.129","0","0.0437","0.965","0.823","0.0713","0.0367","95.722","577413","4"
"0.0699","0.0204","4","-28.242","1","0.051","0.99","0.905","0.0967","0.0424","73.214","269347","3"
"0.251","0.0588","7","-22.936","1","0.0473","0.953","0.515","0.0842","0.0398","88.632","494800","4"
"0.176","0.0571","5","-23.391","1","0.0437","0.979","0.879","0.0504","0.0389","141.864","424880","4"
"0.368","0.129","2","-23.025","1","0.0472","0.942","0.456","0.107","0.259","121.583","404000","4"
"0.176","0.015","3","-26.949","1","0.0373","0.987","0.86","0.0635","0.0393","90.11","392320","4"
"0.147","0.0129","7","-30.572","1","0.046","0.924","0.287","0.19","0.0354","83.522","429733","3"
"0.316","0.058","11","-23.956","0","0.0368","0.989","0.887","0.106","0.322","81.657","307760","4"
"0.463","0.162","7","-24.484","0","0.045","0.963","0.825","0.0943","0.374","125.514","359667","4"
"0.19","0.104","0","-21.574","0","0.0525","0.899","0.89","0.107","0.112","145.359","433040","5"
"0.0889","0.0401","2","-26.636","1","0.0445","0.97","0.747","0.144","0.0369","85.409","754920","3"
"0.147","0.0591","7","-26.783","1","0.054","0.992","0.926","0.0639","0.0278","85.382","339000","4"
"0.239","0.0631","2","-28.97","0","0.0391","0.943","0.947","0.0963","0.114","125.44","549000","4"
"0.13","0.00924","6","-27.853","1","0.0448","0.988","0.909","0.0849","0.0369","77.307","386507","4"
"0.703","0.748","1","-6.047","1","0.0435","0.123","0","0.0642","0.625","111.943","184080","4"
"0.592","0.588","10","-4.889","1","0.0405","0.118","0","0.138","0.336","81.997","195075","4"
"0.678","0.729","8","-4.188","1","0.137","0.0658","0","0.303","0.643","99.895","189173","4"
"0.603","0.554","2","-4.381","1","0.0646","0.452","0","0.0545","0.354","111.989","216239","4"
"0.757","0.849","5","-3.424","0","0.0536","0.173","0","0.0878","0.826","150.036","228207","4"
"0.262","0.789","10","-4.548","1","0.123","0.00422","0","0.325","0.487","171.009","199357","3"
"0.586","0.661","7","-6.585","0","0.0432","0.056","0.0000013","0.104","0.268","114.917","218759","4"
"0.638","0.679","4","-5.278","1","0.0425","0.0016","0.00655","0.121","0.596","81.045","181880","4"
"0.739","0.621","11","-6.929","0","0.238","0.049","0.00369","0.0718","0.462","85.969","205533","4"
"0.817","0.74","11","-4.566","0","0.283","0.266","0","0.0992","0.674","130.04","215151","4"
"0.579","0.472","2","-10.051","0","0.337","0.61","0.0000166","0.103","0.219","134.977","243387","4"
"0.792","0.743","7","-2.806","1","0.0851","0.107","0","0.183","0.742","150.024","195637","4"
"0.734","0.76","11","-5.267","0","0.0415","0.0232","0","0.127","0.685","122.072","207013","4"
"0.752","0.514","0","-6.108","1","0.0513","0.201","0","0.0951","0.767","109.795","201720","3"
"0.615","0.698","6","-3.212","1","0.0485","0.0812","0.00000117","0.18","0.437","80.024","180853","4"
"0.559","0.422","11","-11.89","1","0.195","0.701","0.00000199","0.0853","0.191","74.002","286928","4"
"0.786","0.764","11","-2.935","1","0.0798","0.122","0","0.102","0.913","90.979","163880","4"
"0.323","0.159","4","-16.517","0","0.0332","0.94","0.00532","0.0892","0.156","135.68","292687","3"
"0.701","0.707","4","-7.716","0","0.0388","0.00555","0.0778","0.0416","0.837","131.323","344667","4"
"0.601","0.584","1","-8.072","1","0.035","0.000539","0.000101","0.0867","0.076","132.11","259048","4"
"0.459","0.643","11","-9.614","1","0.0485","0.115","0.00181","0.302","0.778","81.827","145288","4"
"0.358","0.915","11","-6.815","0","0.0912","0.0000151","0.0000247","0.2","0.368","128.941","219181","4"
"0.527","0.725","5","-6.321","0","0.0245","0.0095","0.00000391","0.137","0.273","93.008","198437","4"
"0.483","0.317","0","-12.366","1","0.031","0.621","0.0048","0.0883","0.202","86.739","188196","4"
"0.658","0.479","6","-11.189","1","0.0279","0.00485","0.00000725","0.105","0.241","102.012","207643","4"
"0.528","0.694","9","-7.956","0","0.0473","0.0334","0","0.324","0.783","130.006","274969","4"
"0.429","0.926","4","-5.276","1","0.0689","0.0319","0","0.179","0.41","140.847","241717","4"
"0.363","0.578","7","-10.019","1","0.0317","0.00134","0.0000246","0.0778","0.381","171.872","295650","4"
"0.525","0.551","4","-9.131","1","0.0341","0.000297","0.0124","0.0789","0.575","128.055","279232","4"
"0.739","0.587","5","-5.94","1","0.0457","0.393","0.0000033","0.0855","0.232","115.885","214751","4"
"0.665","0.252","3","-8.407","0","0.0323","0.855","0","0.113","0.339","121.994","301145","4"
"0.537","0.48","5","-9.936","0","0.0301","0.00381","0","0.0886","0.568","104.34","218993","4"
"0.611","0.658","9","-8.502","1","0.0404","0.00293","0.0118","0.372","0.489","110.768","143582","4"
"0.549","0.515","11","-6.831","1","0.0287","0.0704","0.00000901","0.11","0.462","69.957","183093","4"
"0.543","0.172","6","-10.139","1","0.0369","0.921","0","0.105","0.406","76.593","231160","4"
"0.658","0.479","6","-11.189","1","0.0279","0.00485","0.00000725","0.105","0.241","102.012","207643","4"
"0.416","0.18","3","-12.435","1","0.0517","0.861","0","0.127","0.297","181.77","221100","4"
"0.636","0.598","3","-6.943","1","0.0247","0.0462","0.00000282","0.0854","0.379","103.977","261893","4"
"0.528","0.116","2","-14.375","1","0.0388","0.94","0","0.108","0.438","78.245","168799","4"
"0.586","0.411","4","-6.047","1","0.219","0.702","0","0.201","0.798","92.598","192147","4"
"0.672","0.545","7","-8.222","0","0.0352","0.303","0.00383","0.337","0.653","105.025","168677","4"
"0.562","0.617","5","-11.175","1","0.142","0.635","0","0.0783","0.7","82.221","198120","4"
"0.499","0.548","2","-6.858","1","0.0296","0.118","0","0.125","0.281","87.854","198293","4"
"0.413","0.934","4","-4.073","1","0.0665","0.126","0.00936","0.503","0.533","92.008","303082","4"
"0.39","0.926","8","-3.204","1","0.0438","0.12","0.158","0.17","0.15","136.151","336161","4"
"0.428","0.159","3","-12.717","0","0.0414","0.88","0.00000148","0.11","0.292","162.9","171821","4"
"0.517","0.245","7","-14.591","1","0.0325","0.748","0.156","0.11","0.264","121.075","183052","4"
"0.705","0.327","6","-11.784","1","0.037","0.516","0.0000615","0.11","0.16","116.292","277563","4"
"0.481","0.203","8","-9.367","1","0.0368","0.918","0","0.108","0.293","105.201","169227","4"
"0.643","0.132","5","-11.266","0","0.0931","0.909","0","0.101","0.132","114.251","234080","4"
"0.535","0.231","6","-10.827","0","0.0311","0.475","0","0.102","0.291","133.625","224256","4"
"0.521","0.295","4","-8.803","0","0.0841","0.769","0","0.124","0.503","165.311","263771","4"
"0.573","0.19","6","-11.896","1","0.0333","0.941","0","0.107","0.625","128.02","204295","4"
"0.474","0.394","0","-11.166","1","0.0349","0.594","0","0.0915","0.309","78.122","217932","4"
"0.372","0.15","2","-11.116","1","0.0294","0.963","0","0.124","0.0784","68.776","211159","4"
"0.481","0.633","6","-6.002","1","0.0255","0.000126","0","0.0821","0.407","90.009","237510","4"
"0.468","0.197","4","-11.727","1","0.033","0.658","0","0.109","0.249","144.212","243805","3"
"0.206","0.044","1","-26.372","0","0.0522","0.954","0.000338","0.292","0.0397","134.726","576960","4"
"0.198","0.0336","8","-25.179","0","0.0562","0.993","0.0136","0.0735","0.0662","84.833","372600","5"
"0.211","0.0581","0","-24.332","1","0.0556","0.994","0.146","0.0603","0.049","135.901","139947","3"
"0.801","0.812","7","-4.47","1","0.0587","0.151","0.000364","0.152","0.699","87.971","251267","4"
"0.702","0.914","7","-2.934","0","0.0376","0.153","0","0.0625","0.563","96.991","190916","4"
"0.786","0.65","4","-6.839","1","0.109","0.363","0.0000817","0.122","0.712","92.975","129040","4"
"0.663","0.696","9","-4.957","0","0.103","0.0561","0.0000377","0.0778","0.738","180.113","235747","4"
"0.805","0.786","1","-4.418","1","0.0364","0.199","0","0.197","0.751","94.983","200093","4"
"0.825","0.771","1","-4.116","1","0.0804","0.0167","0.00000204","0.0901","0.718","102.927","173366","4"
"0.792","0.768","4","-5.074","0","0.107","0.046","0.00000339","0.067","0.295","89.917","158005","4"
"0.848","0.825","4","-4.177","0","0.0897","0.393","0","0.0498","0.803","102.047","202693","4"
"0.857","0.772","10","-4.736","0","0.194","0.187","0.00181","0.0851","0.589","94.028","164765","4"
"0.776","0.829","1","-5.494","0","0.0545","0.219","0.00000191","0.414","0.647","102.047","194333","4"
"0.802","0.672","2","-5.661","1","0.165","0.456","0.00047","0.318","0.888","104.944","174800","4"
"0.856","0.728","7","-3.497","1","0.0916","0.135","0.000001","0.2","0.797","89.999","181093","4"
"0.79","0.858","2","-2.78","1","0.0471","0.303","0","0.61","0.79","92.05","192000","4"
"0.8","0.729","9","-2.897","0","0.144","0.101","0","0.316","0.836","171.976","271515","4"
"0.779","0.76","8","-3.702","1","0.0451","0.0359","0.0000125","0.0886","0.83","91.976","245559","4"
"0.794","0.814","11","-4.921","1","0.161","0.107","0.00000698","0.131","0.826","105.018","194529","4"
"0.81","0.757","1","-5.352","0","0.0599","0.0391","0.000384","0.346","0.72","100.002","236200","4"
"0.728","0.801","8","-2.942","0","0.0683","0.279","0.00000471","0.143","0.416","130.059","226627","4"
"0.81","0.789","1","-5.048","1","0.04","0.069","0.00103","0.0638","0.856","94.025","220538","4"
"0.837","0.847","4","-4.395","1","0.0982","0.318","0","0.261","0.73","90.996","206560","4"
"0.8","0.841","5","-2.817","0","0.0524","0.0273","0","0.291","0.798","94.021","170133","4"
"0.726","0.8","11","-5.858","0","0.0588","0.203","0.000175","0.107","0.765","109.984","217104","4"
"0.804","0.705","1","-5.272","1","0.199","0.0275","0.000138","0.202","0.45","103.009","218470","4"
"0.663","0.804","8","-4.102","0","0.0582","0.143","0.00126","0.279","0.865","172.006","279370","4"
"0.498","0.782","8","-4.277","1","0.143","0.409","0","0.121","0.835","83.997","211429","4"
"0.738","0.593","1","-7.597","0","0.486","0.54","0.00219","0.109","0.542","187.832","174377","4"
"0.699","0.785","10","-3.387","1","0.116","0.157","0.0000504","0.0993","0.767","192.029","203467","4"
"0.36","0.0294","4","-26.897","0","0.058","0.979","0.891","0.113","0.174","129.178","232000","4"
"0.311","0.158","4","-21.102","1","0.0571","0.989","0.888","0.101","0.519","85.796","130267","3"
"0.253","0.0503","11","-21.59","0","0.0467","0.941","0.927","0.0956","0.0732","69.695","652307","4"
"0.8","0.578","4","-5.144","0","0.0485","0.00381","0","0.359","0.367","143.01","204665","4"
"0.834","0.73","8","-3.714","1","0.222","0.00513","0","0.124","0.446","155.008","312820","4"
"0.694","0.77","6","-5.335","1","0.149","0.176","0.000011","0.118","0.163","125.905","184560","4"
"0.69","0.784","1","-4.653","1","0.032","0.323","0","0.203","0.669","106.066","194408","4"
"0.71","0.614","10","-6.757","0","0.0431","0.186","0","0.0974","0.658","148.152","172107","4"
"0.719","0.704","1","-4.724","1","0.0476","0.0691","0","0.166","0.628","133.002","187436","4"
"0.851","0.541","0","-6.825","1","0.0505","0.568","0","0.13","0.448","124.959","235545","4"
"0.735","0.482","8","-9.445","1","0.139","0.00623","0.0144","0.448","0.315","181.995","217933","4"
"0.659","0.738","4","-5.072","0","0.0477","0.118","0","0.115","0.481","127.95","183750","4"
"0.596","0.854","7","-5.114","0","0.463","0.0169","0","0.124","0.152","120.274","203418","4"
"0.63","0.694","11","-6.257","0","0.0253","0.00281","0","0.0719","0.216","97.005","195519","4"
"0.673","0.71","8","-6.744","1","0.0324","0.00277","0","0.55","0.54","110.017","173613","4"
"0.884","0.559","0","-7.442","1","0.12","0.0236","0","0.101","0.342","97.994","232959","4"
"0.747","0.834","3","-2.867","0","0.045","0.374","0","0.0586","0.687","128.005","215760","4"
"0.604","0.673","1","-5.979","1","0.0545","0.0268","0.0000332","0.187","0.287","144.971","197573","4"
"0.733","0.765","7","-5.562","1","0.0622","0.151","0","0.231","0.518","109.984","163636","4"
"0.487","0.789","8","-3.69","1","0.044","0.00947","0.00000405","0.189","0.0564","150.007","270715","4"
"0.732","0.922","6","-1.829","0","0.0975","0.0348","0","0.146","0.589","120.033","218250","4"
"0.672","0.735","5","-4.733","1","0.0457","0.286","0","0.242","0.754","115.741","201287","4"
"0.737","0.636","11","-4.546","0","0.0437","0.0441","0.0000666","0.35","0.565","105.005","222653","4"
"0.884","0.541","11","-5.608","1","0.221","0.0831","0","0.118","0.274","105.009","194936","4"
"0.425","0.642","4","-5.06","0","0.0502","0.164","0","0.118","0.112","170.008","211867","4"
"0.611","0.602","5","-4.89","1","0.0437","0.000837","0","0.112","0.624","168.154","148460","4"
"0.414","0.486","6","-6.431","0","0.0311","0.0129","0","0.111","0.368","128.038","230762","4"
"0.746","0.825","1","-4.666","1","0.169","0.0142","0.0107","0.121","0.584","152.914","204150","4"
"0.548","0.839","6","-2.371","1","0.0644","0.135","0","0.102","0.314","98.932","218296","4"
"0.816","0.726","5","-3.998","0","0.129","0.099","0","0.372","0.65","136.048","253390","4"
"0.423","0.857","10","-3.441","0","0.275","0.0316","0","0.0555","0.655","180.01","207430","4"
"0.529","0.871","10","-5.831","1","0.155","0.118","0.000164","0.115","0.272","189.837","199867","4"
"0.711","0.517","11","-7.695","1","0.0391","0.154","0","0.149","0.294","119.945","204516","4"
"0.646","0.644","2","-6.763","1","0.031","0.0243","0","0.0888","0.251","99.999","221520","4"
"0.745","0.356","1","-10.425","1","0.0941","0.172","0.00943","0.123","0.607","160.033","326933","4"
"0.385","0.866","4","-2.817","0","0.0697","0.004","0","0.111","0.551","176.014","228360","4"
"0.874","0.568","11","-5.896","0","0.224","0.0698","0.0000138","0.149","0.46","139.995","237400","4"
"0.7","0.714","9","-6.295","0","0.104","0.122","0","0.0428","0.458","99.909","234308","4"
"0.64","0.533","0","-6.596","1","0.0706","0.119","0","0.0864","0.515","99.968","220781","4"
"0.429","0.948","5","-3.657","0","0.227","0.00711","0.0148","0.0812","0.55","115.785","261517","3"
"0.737","0.452","0","-8.366","1","0.0534","0.0578","0.0000148","0.187","0.096","117.962","245653","4"
"0.67","0.838","0","-4.031","1","0.0362","0.0604","0.000611","0.159","0.717","104.998","222041","4"
"0.762","0.476","0","-12.686","1","0.114","0.366","0","0.103","0.375","130.007","243270","4"
"0.825","0.652","1","-3.183","0","0.0802","0.581","0","0.0931","0.931","95.977","233713","4"
"0.732","0.396","4","-9.348","0","0.0286","0.0841","0.0000358","0.105","0.548","90.024","195920","4"
"0.924","0.444","1","-8.227","1","0.243","0.0143","0","0.26","0.314","136.088","236615","4"
"0.643","0.813","5","-2.147","0","0.0828","0.109","0.000348","0.355","0.36","124.178","268813","4"
"0.652","0.795","11","-5.192","0","0.174","0.156","0","0.123","0.788","135.018","304607","4"
"0.746","0.653","7","-6.745","1","0.289","0.378","0","0.229","0.672","75.016","253107","4"
"0.804","0.459","11","-11.556","1","0.039","0.304","0.0862","0.11","0.372","111.963","298941","4"
"0.77","0.567","2","-5.698","1","0.175","0.105","0","0.125","0.26","81.477","222360","4"
"0.833","0.434","2","-8.795","1","0.431","0.0102","0.0219","0.165","0.281","150.062","204600","4"
"0.794","0.632","0","-6.163","1","0.0649","0.142","0","0.128","0.355","145.926","291893","4"
"0.543","0.915","0","-4.746","0","0.113","0.0162","0","0.744","0.577","153.998","292093","4"
"0.825","0.435","1","-9.582","1","0.0568","0.452","0.609","0.0953","0.243","119.038","259102","4"
"0.496","0.863","9","-4.153","1","0.0381","0.0046","0","0.639","0.243","110.018","185587","4"
"0.886","0.525","8","-7.39","1","0.132","0.236","0","0.057","0.708","145.99","225205","4"
"0.818","0.705","6","-6.679","1","0.177","0.00836","0.00233","0.613","0.772","138.559","222640","4"
"0.858","0.697","2","-5.361","1","0.23","0.114","0","0.224","0.364","98.012","290836","4"
"0.584","0.569","0","-4.259","1","0.166","0.0508","0","0.0924","0.501","89.779","217603","4"
"0.457","0.899","10","-2.591","0","0.132","0.0019","0","0.831","0.298","147.268","215510","4"
"0.748","0.524","8","-5.599","1","0.0338","0.414","0","0.111","0.661","95.01","244960","4"
"0.682","0.592","7","-7.033","1","0.281","0.169","0.00000549","0.136","0.5","186.041","230467","4"
"0.0754","0.00219","3","-43.277","1","0.0469","0.411","0.296","0.319","0.0335","174.438","211373","4"
"0.464","0.166","10","-19.261","1","0.0543","0.951","0.0811","0.075","0.58","77.645","443133","4"
"0.166","0.0997","9","-19.054","1","0.0445","0.965","0.00549","0.0591","0.0393","87.512","455360","4"
"0.222","0.0205","9","-30.091","1","0.0441","0.863","0.026","0.204","0.0928","126.371","408250","4"
"0.171","0.0619","10","-24.658","1","0.0434","0.931","0.113","0.111","0.0434","80.104","445053","3"
"0.241","0.117","3","-19.552","1","0.0409","0.986","0.144","0.149","0.0762","98.328","727107","3"
"0.501","0.159","8","-21.757","1","0.0394","0.874","0.881","0.125","0.406","117.316","329600","4"
"0.504","0.152","7","-20.459","1","0.0507","0.989","0.188","0.0619","0.71","103.644","137765","4"
"0.471","0.403","1","-13.349","0","0.0444","0.773","0.00000488","0.242","0.751","102.31","215760","4"
"0.143","0.0225","9","-30.65","1","0.0457","0.947","0.201","0.239","0.033","142.093","379160","3"
"0.438","0.139","5","-21.357","1","0.126","0.892","0.114","0.163","0.549","163.842","220920","3"
"0.302","0.13","8","-21.384","1","0.0481","0.976","0.449","0.159","0.119","137.593","260467","4"
"0.303","0.137","7","-20.57","1","0.0432","0.869","0.18","0.0633","0.297","97.483","420533","4"
"0.27","0.071","7","-25.439","1","0.0405","0.952","0.419","0.183","0.103","93.975","572627","4"
"0.226","0.152","7","-18.919","1","0.0443","0.704","0.508","0.117","0.0381","180.523","594533","3"
"0.455","0.102","2","-19.754","1","0.0429","0.976","0.144","0.1","0.131","119.845","320987","4"
"0.169","0.123","4","-20.936","1","0.0433","0.939","0.53","0.0914","0.0378","107.005","507293","3"
"0.38","0.0634","0","-30.836","1","0.0656","0.623","0.0173","0.104","0.284","137.837","251960","4"
"0.404","0.257","6","-15.123","0","0.0379","0.98","0.244","0.246","0.417","142.312","249613","3"
"0.176","0.0707","0","-19.866","0","0.037","0.653","0.000166","0.105","0.103","162.893","246867","3"
"0.211","0.081","10","-21.9","1","0.0449","0.755","0.452","0.0964","0.038","77.298","271880","1"
"0.151","0.0689","1","-22.007","1","0.0494","0.909","0.0725","0.247","0.0399","71.861","891760","3"
"0.364","0.0711","2","-22.865","1","0.0462","0.991","0.157","0.0934","0.2","126.797","250573","4"
"0.12","0.109","2","-21.99","1","0.0506","0.937","0.24","0.111","0.0541","167.234","467387","4"
"0.282","0.116","7","-18.859","1","0.0398","0.942","0.275","0.0932","0.131","94.719","341427","4"
"0.297","0.0512","7","-24.884","0","0.0442","0.956","0.000141","0.181","0.0605","105.043","560867","3"
"0.287","0.117","7","-20.382","1","0.0406","0.974","0.337","0.314","0.0423","110.992","552320","3"
"0.376","0.162","11","-18.922","1","0.0377","0.848","0.000424","0.157","0.435","113.542","571067","3"
"0.11","0.0415","10","-29.035","1","0.0445","0.938","0.552","0.345","0.0366","91.679","805960","4"
"0.189","0.203","10","-21.555","0","0.0504","0.96","0.85","0.286","0.0333","114.476","559947","4"
"0.295","0.118","5","-20.226","1","0.0427","0.965","0.81","0.082","0.094","115.714","550800","4"
"0.22","0.0675","0","-22.924","1","0.0377","0.874","0.585","0.111","0.102","76.253","707440","4"
"0.254","0.0669","3","-20.583","1","0.0358","0.979","0.816","0.0721","0.0765","100.254","758000","4"
"0.186","0.0426","8","-23.087","1","0.0433","0.911","0.382","0.101","0.0371","113.089","1196440","5"
"0.21","0.128","7","-20.309","1","0.0384","0.974","0.927","0.0925","0.0388","86.545","659027","4"
"0.321","0.0768","4","-20.724","0","0.0402","0.991","0.914","0.0725","0.0393","61.954","465200","4"
"0.366","0.248","2","-16.209","0","0.0422","0.939","0.791","0.353","0.298","110.161","646907","4"
"0.336","0.0348","8","-28.089","1","0.039","0.995","0.895","0.109","0.0426","69.737","195667","4"
"0.253","0.11","9","-22.089","0","0.0391","0.78","0.773","0.0643","0.133","83.663","586200","3"
"0.289","0.0925","5","-19.879","1","0.0339","0.948","0.887","0.108","0.126","100.736","688347","3"
"0.075","0.0525","11","-24.026","0","0.0433","0.958","0.827","0.0693","0.0387","58.754","1051013","4"
"0.262","0.0496","2","-23.929","1","0.0423","0.992","0.901","0.0535","0.156","76.582","232293","3"
"0.155","0.00976","2","-29.809","0","0.0413","0.957","0.965","0.0589","0.0324","61.581","444547","4"
"0.222","0.0556","1","-25.25","1","0.0439","0.96","0.832","0.0718","0.0557","115.812","621640","4"
"0.269","0.115","10","-19.217","1","0.0363","0.991","0.665","0.171","0.132","83.668","654013","4"
"0.149","0.00712","4","-32.381","1","0.0523","0.988","0.000706","0.0726","0.0852","174.677","319880","3"
"0.325","0.0716","0","-26.806","1","0.0516","0.95","0.844","0.12","0.148","121.363","401933","4"
"0.375","0.115","10","-16.797","1","0.0404","0.953","0.895","0.158","0.208","120.478","434000","4"
"0.38","0.128","3","-20.012","1","0.0407","0.981","0.887","0.274","0.0373","118.203","666000","4"
"0.303","0.119","9","-18.055","0","0.0386","0.975","0.88","0.112","0.038","94.868","820853","4"
"0.414","0.0583","0","-20.382","1","0.0588","0.991","0.892","0.087","0.0375","139.086","402000","3"
"0.0942","0.0196","5","-27.169","1","0.0464","0.9","0.152","0.0827","0.0376","77.128","934067","3"
"0.146","0.0472","9","-27.847","1","0.0466","0.987","0.24","0.0644","0.0356","62.056","373333","4"
"0.35","0.0918","9","-24.683","0","0.044","0.969","0.868","0.0574","0.235","84.835","457813","3"
"0.468","0.177","11","-23.55","0","0.0765","0.517","0.307","0.367","0.241","104.939","523427","4"
"0.622","0.408","9","-16.961","1","0.0578","0.907","0.14","0.129","0.73","82.781","153693","4"
"0.133","0.104","4","-22.882","0","0.0443","0.95","0.233","0.279","0.0451","82.118","480240","4"
"0.386","0.0259","6","-28.976","0","0.0501","0.996","0.912","0.0841","0.318","69.136","86093","3"
"0.183","0.0706","2","-20.391","1","0.0368","0.953","0.925","0.165","0.0398","106.659","1324693","4"
"0.179","0.0781","2","-20.265","0","0.0469","0.936","0.133","0.0687","0.0802","172.857","981707","3"
"0.632","0.629","2","-5.935","1","0.258","0.183","0","0.344","0.207","179.882","254508","4"
"0.836","0.686","1","-4.673","1","0.0413","0.14","0.00231","0.0681","0.632","110.029","222259","4"
"0.464","0.378","2","-11.354","0","0.143","0.416","0.0917","0.0966","0.037","164.486","176804","5"
"0.857","0.668","7","-6.816","1","0.052","0.0175","0.000595","0.101","0.624","89.986","161713","4"
"0.577","0.387","7","-8.607","1","0.274","0.964","0.706","0.208","0.459","146.565","126312","1"
"0.84","0.536","4","-7.652","0","0.158","0.0501","0.000248","0.73","0.56","75.013","244800","4"
"0.287","0.234","4","-17.86","1","0.0672","0.765","0.0636","0.123","0.121","74.454","164430","4"
"0.61","0.318","8","-9.95","1","0.148","0.506","0.000617","0.102","0.214","109.491","192607","3"
"0.804","0.338","0","-9.397","1","0.0415","0.426","0.00503","0.117","0.0723","119.987","154443","4"
"0.644","0.329","1","-12.598","1","0.0896","0.425","0.665","0.0958","0.202","156.971","152375","4"
"0.421","0.407","11","-10.732","1","0.0777","0.582","0.775","0.117","0.238","80.748","187134","3"
"0.33","0.162","7","-11.647","1","0.0335","0.987","0.93","0.21","0.125","130.475","120424","3"
"0.35","0.993","9","-2.718","0","0.0892","0.000165","0","0.196","0.142","93.813","201049","4"
"0.345","0.988","6","-2.514","1","0.222","0.000184","0.00368","0.324","0.0978","113.925","154629","4"
"0.391","0.975","10","-4.292","0","0.111","0.0000263","0","0.0927","0.233","74.994","214399","4"
"0.354","0.858","1","-7.189","1","0.103","0.000269","0.0000155","0.383","0.527","173.977","212586","3"
"0.378","0.938","9","-5.692","0","0.156","0.00178","0","0.124","0.202","150.164","201297","4"
